"age_group","date","J12_18","A10_B99_nopneumo","A17","A18","A19","A39","A41","B20_24","B34","B96","B97","B99","C00_D48","D50_89","E00_99","E10_14","E40_46","G00_99_SY","H00_99_SY","I00_99","I60_64","cJ20_J22","K00_99","K35","K80","L00_99","M00_99","N00_99","N39","P00_99","P05_07","Q00_99","S00_T99","U00_99","V00_Y99","Z00_99","ach_noj"
"92_8",2004-04-01,104,43,0,0,0,2,3,9,13,0,0,0,40,7,32,0,20,9,8,5,0,105,28,2,1,12,1,34,21,347,33,59,61,0,0,45,825
"92_8",2004-05-01,166,47,0,0,0,3,1,8,10,0,0,0,39,3,20,0,15,7,4,5,1,165,27,1,0,14,3,48,24,357,44,74,52,0,0,42,874
"92_8",2004-06-01,281,47,0,0,0,2,0,4,21,0,1,0,23,10,22,0,14,9,4,2,0,214,30,0,0,18,1,44,25,325,30,51,53,0,0,36,806
"92_8",2004-07-01,613,40,0,0,0,0,2,1,11,0,0,0,20,3,16,0,15,2,2,4,0,368,29,0,0,7,4,43,22,372,38,57,62,0,0,45,816
"92_8",2004-08-01,612,34,0,0,0,1,0,0,18,0,0,1,23,9,19,0,16,4,3,5,0,381,27,0,1,17,3,40,27,376,33,54,58,0,0,39,818
"92_8",2004-09-01,581,32,0,0,0,0,2,1,12,0,0,0,16,6,19,0,17,5,10,5,0,290,42,3,0,15,2,39,21,373,35,72,57,0,0,43,850
"92_8",2004-10-01,265,48,0,1,0,0,0,1,21,0,0,2,20,11,18,0,13,7,5,3,0,170,47,0,0,7,3,49,35,417,46,78,68,0,0,45,956
"92_8",2004-11-01,148,52,0,0,0,3,1,1,19,0,0,1,29,7,19,3,11,7,6,4,0,107,53,6,0,13,4,55,27,352,36,73,51,0,0,34,897
"92_8",2004-12-01,115,73,0,0,0,1,2,0,28,0,0,0,22,7,18,0,11,3,3,3,0,87,47,0,0,15,5,51,32,392,29,63,73,0,0,47,1008
"92_8",2005-01-01,72,52,0,0,0,0,0,1,13,0,0,0,26,11,26,0,13,10,6,7,1,34,59,1,0,18,1,43,20,343,34,78,61,0,0,40,990
"92_8",2005-02-01,53,46,0,0,0,0,3,0,14,0,1,0,10,4,18,0,13,10,7,1,0,37,27,1,1,8,2,53,33,316,32,50,50,0,0,28,808
"92_8",2005-03-01,61,31,0,0,0,1,2,0,12,0,0,1,21,6,15,0,11,11,5,9,0,64,35,2,1,8,0,51,27,348,24,92,50,0,0,48,865
"92_8",2005-04-01,75,32,0,0,0,0,2,1,10,0,0,0,19,8,13,0,8,5,11,5,2,60,32,1,1,7,1,62,37,395,40,76,57,0,0,30,851
"92_8",2005-05-01,99,31,0,0,0,0,0,0,11,0,0,0,12,5,14,0,12,11,8,8,0,90,35,0,1,13,2,36,23,344,43,66,48,0,0,43,772
"92_8",2005-06-01,236,32,0,0,0,0,1,0,13,0,0,0,17,1,25,0,18,12,6,3,0,160,42,0,0,14,5,39,18,446,44,71,54,0,0,38,889
"92_8",2005-07-01,594,44,0,0,0,2,6,0,15,0,0,2,10,9,20,0,10,7,7,5,1,310,34,0,1,5,1,45,20,436,55,51,45,0,0,51,858
"92_8",2005-08-01,664,41,0,0,0,0,0,0,18,0,2,0,8,2,17,0,12,5,7,6,1,365,39,3,0,10,3,45,29,437,40,62,43,0,0,35,854
"92_8",2005-09-01,380,36,0,0,0,0,2,0,16,0,0,0,13,8,18,0,12,5,8,1,0,195,37,0,0,5,10,44,12,397,47,64,54,0,0,52,881
"92_8",2005-10-01,328,44,0,0,0,1,4,0,19,0,1,1,8,8,16,1,9,10,7,5,0,150,30,0,0,17,2,40,28,372,43,73,75,0,0,38,851
"92_8",2005-11-01,259,49,0,0,0,1,1,0,19,0,1,0,21,6,19,0,8,10,2,1,0,128,58,2,0,12,0,54,35,418,43,55,56,0,0,39,991
"92_8",2005-12-01,198,51,0,0,0,1,1,0,26,0,1,0,11,10,21,0,16,18,3,4,0,105,46,1,0,11,3,63,36,386,51,67,55,0,0,29,942
"92_8",2006-01-01,91,76,0,0,0,2,1,1,16,0,0,0,12,8,13,0,10,20,5,8,0,66,35,0,0,12,2,69,40,385,41,73,63,0,0,35,995
"92_8",2006-02-01,56,38,0,0,0,1,0,0,9,0,0,1,12,4,11,0,5,8,3,3,0,39,37,1,0,12,4,51,26,318,44,50,47,0,0,44,848
"92_8",2006-03-01,52,33,0,0,0,0,1,0,11,0,0,0,20,5,16,0,7,4,9,4,0,57,60,4,0,10,4,60,43,356,51,73,63,0,0,39,985
"92_8",2006-04-01,58,28,0,0,0,0,2,1,12,0,0,0,13,3,14,0,9,14,9,3,0,53,31,1,0,10,3,48,22,358,36,66,51,0,0,48,926
"92_8",2006-05-01,95,52,0,0,0,1,7,1,23,0,0,0,8,3,15,0,11,13,7,3,0,73,44,1,0,11,3,37,22,400,45,57,55,0,0,44,914
"92_8",2006-06-01,198,49,0,0,0,1,2,1,27,0,0,0,13,4,10,0,6,12,2,5,0,131,41,3,0,12,3,56,30,417,39,76,64,0,0,36,911
"92_8",2006-07-01,466,37,0,0,0,0,2,0,22,0,0,0,6,3,17,1,11,4,3,4,0,293,38,3,0,8,0,53,33,424,39,52,57,0,0,38,845
"92_8",2006-08-01,483,35,0,0,0,1,1,0,13,0,0,0,5,4,14,0,10,13,7,2,0,247,34,3,0,10,4,45,20,385,49,74,56,0,0,47,867
"92_8",2006-09-01,453,42,0,0,0,0,1,0,21,0,0,1,2,4,28,0,16,10,5,3,0,221,39,2,0,5,2,40,28,448,31,50,50,0,0,53,923
"92_8",2006-10-01,281,46,0,0,0,0,2,1,22,0,0,1,6,5,18,0,15,15,1,4,0,160,46,1,0,8,2,44,26,415,42,80,56,0,0,35,905
"92_8",2006-11-01,180,60,0,1,0,0,2,0,29,0,0,0,4,6,16,1,10,12,5,6,0,135,48,1,0,14,2,37,18,367,47,80,41,0,0,42,902
"92_8",2006-12-01,128,38,0,0,0,1,3,0,15,0,0,0,3,5,14,2,3,14,5,3,0,96,38,1,0,7,0,51,32,404,36,61,54,0,0,42,919
"92_8",2007-01-01,75,36,0,0,0,0,1,0,10,0,0,0,3,12,19,0,16,13,8,3,0,68,40,2,0,16,4,48,30,398,36,77,65,0,0,47,964
"92_8",2007-02-01,47,24,0,0,0,0,2,1,7,0,0,0,5,6,6,0,3,6,4,2,0,38,27,0,0,18,1,37,21,408,40,50,45,0,0,39,817
"92_8",2007-03-01,56,34,0,0,0,1,1,0,13,0,0,0,8,4,12,0,6,18,8,4,0,82,49,1,0,5,0,48,26,418,37,95,55,0,0,36,932
"92_8",2007-04-01,92,21,0,0,0,0,0,0,7,0,0,0,9,4,14,0,7,14,5,4,1,111,36,2,0,12,4,43,20,445,49,73,51,0,0,39,884
"92_8",2007-05-01,302,36,0,0,0,1,3,0,16,0,0,0,6,1,8,0,1,14,4,0,0,211,34,2,0,17,4,33,18,397,36,69,59,0,0,33,799
"92_8",2007-06-01,549,20,0,0,0,0,0,0,10,0,0,0,7,6,9,1,5,8,4,4,0,367,24,2,0,10,3,34,15,451,28,59,39,0,0,38,803
"92_8",2007-07-01,679,28,0,0,0,1,0,0,5,0,0,0,8,6,11,0,6,5,7,5,1,340,26,0,0,2,0,35,19,516,60,40,52,0,0,43,885
"92_8",2007-08-01,337,38,0,0,0,0,0,0,8,0,0,0,13,5,11,0,7,17,2,4,1,199,60,4,0,9,3,38,21,471,55,59,48,0,0,32,953
"92_8",2007-09-01,232,28,0,0,0,0,0,0,7,0,0,0,6,7,7,1,2,13,9,3,1,190,35,1,0,9,3,44,23,446,37,50,42,0,0,42,903
"92_8",2007-10-01,240,49,0,0,0,1,1,0,20,0,0,0,3,6,8,0,3,8,14,3,0,190,51,1,0,10,4,54,29,441,55,74,53,0,0,56,988
"92_8",2007-11-01,190,38,0,0,0,2,1,0,9,0,0,0,10,5,9,0,7,23,5,2,0,163,38,1,0,11,6,50,34,406,49,79,65,0,0,38,938
"92_8",2007-12-01,139,80,0,0,0,0,0,0,33,0,0,0,4,13,10,0,7,18,9,2,0,109,40,2,0,10,2,47,25,393,57,74,58,0,0,40,1029
"92_8",2008-01-01,39,46,0,0,0,0,1,0,15,0,0,0,10,9,4,1,2,13,5,4,0,31,36,0,0,6,2,33,23,386,57,64,16,0,0,40,779
"92_8",2008-02-01,24,42,0,0,0,0,0,0,22,0,0,0,0,10,9,0,7,3,2,0,0,39,21,1,0,6,2,48,28,386,44,43,18,0,0,37,729
"92_8",2008-03-01,31,30,0,0,0,0,2,0,10,0,0,0,7,8,5,1,2,8,3,2,0,61,24,0,0,12,0,41,24,382,43,64,25,0,0,29,719
"92_8",2008-04-01,78,40,0,0,0,0,1,0,17,0,0,0,12,6,1,0,1,10,2,1,0,72,33,0,0,8,0,49,32,441,51,66,31,0,0,26,803
"92_8",2008-05-01,151,21,0,0,0,0,0,0,10,0,0,0,13,2,1,0,1,7,3,2,0,108,25,0,1,4,3,40,19,415,54,70,36,0,0,22,741
"92_8",2008-06-01,208,26,0,0,0,0,0,0,15,0,0,0,9,4,8,0,6,10,6,2,1,117,23,0,0,9,3,42,21,416,37,79,38,0,0,14,769
"92_8",2008-07-01,467,38,0,0,0,0,1,1,18,0,0,0,7,5,6,0,3,8,8,3,0,226,23,0,0,4,2,37,23,430,45,64,38,0,0,31,780
"92_8",2008-08-01,432,28,0,0,0,0,1,0,16,0,0,0,8,0,8,0,6,5,3,3,0,204,22,0,0,4,2,40,21,432,40,90,35,0,0,44,815
"92_8",2008-09-01,335,46,0,0,0,0,4,0,20,0,0,0,5,4,7,0,5,7,4,1,0,155,40,0,0,9,1,46,22,420,45,63,49,0,0,42,881
"92_8",2008-10-01,201,50,0,0,0,0,0,0,28,0,0,0,5,11,9,0,6,11,3,5,0,115,43,1,0,12,0,51,27,420,39,76,49,0,0,34,939
"92_8",2008-11-01,172,34,0,0,0,0,1,0,13,0,0,0,6,9,9,0,6,13,4,3,1,103,34,2,0,10,4,55,30,354,41,71,70,0,0,31,847
"92_8",2008-12-01,143,55,0,0,0,0,2,0,25,0,0,0,6,11,11,0,7,9,2,4,0,80,30,1,0,13,0,42,20,390,49,65,59,0,0,33,922
"92_8",2009-01-01,86,49,0,0,0,1,0,0,24,0,0,2,4,8,6,0,5,14,5,6,0,56,63,0,0,19,5,78,51,441,79,71,62,0,0,31,1058
"92_8",2009-02-01,57,37,0,0,0,1,4,0,18,0,0,0,7,6,4,0,1,13,1,1,0,34,32,1,0,5,3,44,28,332,55,43,58,0,0,28,766
"92_8",2009-03-01,57,45,0,0,0,0,1,0,19,0,0,1,10,11,7,0,5,17,4,5,0,50,64,1,0,10,3,72,36,424,61,69,61,0,0,28,1043
"92_8",2009-04-01,93,42,0,0,0,0,0,0,21,0,0,0,14,10,10,0,6,15,12,4,0,95,45,0,0,12,1,46,28,407,62,76,51,0,0,35,973
"92_8",2009-05-01,123,50,0,1,0,1,0,0,31,0,0,0,4,6,11,0,8,20,7,6,0,122,35,2,0,13,2,58,34,405,63,75,54,0,0,28,921
"92_8",2009-06-01,209,42,0,0,0,0,0,0,28,0,0,0,6,4,9,0,5,8,8,3,0,127,39,0,0,7,7,56,32,364,43,52,54,0,0,29,775
"92_8",2009-07-01,503,33,0,0,0,0,2,0,20,0,0,0,8,5,7,1,4,11,5,2,0,228,32,0,0,6,1,40,23,422,66,65,53,0,0,31,805
"92_8",2009-08-01,627,30,0,0,0,1,1,0,13,0,0,0,11,7,12,0,8,20,1,4,1,396,37,2,0,7,2,44,23,486,57,61,69,0,0,21,907
"92_8",2009-09-01,447,36,0,0,0,1,3,0,15,0,0,0,5,6,12,0,8,13,4,1,0,250,49,2,0,10,2,43,25,486,72,64,54,0,0,27,930
"92_8",2009-10-01,284,35,0,0,0,1,0,1,15,0,0,0,8,7,10,0,9,16,2,5,0,142,47,1,0,7,3,55,26,477,63,78,73,0,0,27,1025
"92_8",2009-11-01,285,41,0,0,0,0,5,0,21,0,0,0,8,9,9,0,6,23,6,1,0,108,48,2,0,10,4,49,29,389,43,59,59,0,0,16,881
"92_8",2009-12-01,195,47,0,1,0,0,2,0,24,0,0,1,6,6,14,0,9,12,5,1,0,100,44,0,0,10,1,62,31,372,55,79,53,0,0,21,903
"92_8",2010-01-01,96,38,0,0,0,1,0,0,17,0,0,0,21,4,9,1,4,15,4,4,1,56,49,3,0,9,3,54,33,398,40,75,67,0,0,35,996
"92_8",2010-02-01,56,36,0,0,0,0,0,0,17,0,0,0,15,5,7,0,1,9,2,3,1,37,35,1,0,8,5,51,31,338,46,53,53,0,0,65,798
"92_8",2010-03-01,28,12,0,0,0,0,1,0,5,0,0,0,28,5,6,0,2,6,0,0,0,37,25,1,0,7,3,57,33,275,41,62,61,0,0,13,675
"92_8",2010-04-01,44,21,0,0,0,0,0,0,13,0,0,0,28,4,4,0,1,14,6,2,0,35,50,4,0,8,2,51,31,331,58,75,68,0,0,14,759
"92_8",2010-05-01,72,32,0,0,0,0,1,0,15,0,0,0,10,8,17,0,11,10,5,0,0,47,44,1,0,14,2,58,42,345,36,57,58,0,0,24,765
"92_8",2010-06-01,126,25,0,0,0,0,0,0,12,0,0,0,18,3,14,0,8,17,5,2,0,85,36,3,0,6,3,55,31,360,34,67,66,0,0,15,777
"92_8",2010-07-01,372,34,0,0,0,0,2,0,13,0,0,0,15,5,14,0,6,10,7,1,0,170,44,1,0,6,1,46,22,406,56,61,75,0,0,13,828
"92_8",2010-08-01,437,24,0,0,0,0,1,0,11,0,0,0,19,5,9,0,5,15,3,3,0,212,46,0,0,12,0,52,29,411,53,61,43,0,0,21,818
"92_8",2010-09-01,456,40,0,0,0,1,0,0,27,0,0,0,16,2,13,0,6,10,4,4,0,200,26,2,0,9,4,49,29,431,48,50,44,0,0,28,824
"92_8",2010-10-01,415,47,1,0,0,1,1,1,20,0,0,0,14,3,7,0,4,7,6,1,0,156,32,0,0,3,1,44,29,423,32,68,53,0,0,19,863
"92_8",2010-11-01,273,49,0,0,0,1,0,0,14,0,0,0,7,6,10,0,4,10,2,4,0,147,46,1,0,10,2,43,31,364,56,86,61,0,0,26,856
"92_8",2010-12-01,158,44,0,0,0,0,1,0,9,0,0,0,5,7,7,0,2,18,6,1,0,83,40,1,0,6,2,51,35,404,50,78,55,0,0,22,882
"92_8",2011-01-01,90,46,0,0,0,0,0,0,19,0,0,0,8,8,8,0,2,23,3,2,0,44,43,3,0,10,4,48,22,384,43,81,56,0,0,111,964
"92_8",2011-02-01,62,45,0,0,0,0,0,1,18,0,0,0,9,7,17,0,8,24,4,3,0,40,32,2,0,9,3,53,34,384,49,85,62,0,0,105,930
"92_8",2011-03-01,69,30,0,0,0,0,2,0,10,0,0,0,12,4,16,0,10,15,4,2,0,76,39,2,0,10,4,65,45,392,48,106,49,0,0,109,974
"92_8",2011-04-01,131,45,0,0,0,1,2,0,17,0,0,0,24,3,18,2,7,14,6,3,0,109,32,1,0,10,4,43,22,366,42,75,65,0,0,100,895
"92_8",2011-05-01,408,60,0,0,0,0,1,0,20,0,0,0,14,3,9,0,6,6,8,4,0,266,55,1,0,13,3,47,30,414,40,84,62,0,0,101,973
"92_8",2011-06-01,519,54,0,0,0,0,0,0,8,0,0,0,17,3,14,0,5,8,2,6,0,330,46,1,0,12,2,39,20,426,50,65,48,0,0,89,903
"92_8",2011-07-01,275,54,0,0,0,0,0,1,11,0,0,0,14,1,17,1,7,12,5,0,0,167,42,0,0,8,2,40,21,398,56,72,39,0,0,91,879
"92_8",2011-08-01,126,52,0,0,0,0,0,0,12,0,0,0,23,6,12,0,4,18,3,2,0,88,53,3,3,4,3,43,23,389,46,64,59,0,0,92,921
"92_8",2011-09-01,153,51,0,0,0,1,0,0,19,0,0,0,15,5,14,1,7,10,3,6,0,87,54,4,0,10,0,33,18,380,59,78,59,0,0,110,923
"92_8",2011-10-01,186,56,0,0,0,0,3,0,9,0,0,0,25,8,8,1,4,16,2,3,0,121,29,3,0,9,2,50,30,378,53,77,58,0,0,97,932
"92_8",2011-11-01,166,62,0,0,0,0,1,0,17,0,0,0,23,5,12,1,5,12,3,2,0,119,39,2,0,16,5,50,28,351,37,76,42,0,0,101,910
"92_8",2011-12-01,106,70,0,1,0,0,0,0,16,0,0,0,17,2,5,0,1,10,2,3,0,81,43,2,0,10,2,59,35,360,34,71,55,0,0,114,948
"92_8",2012-01-01,55,45,0,0,0,0,0,0,2,0,0,0,13,5,6,0,4,14,3,3,0,47,22,0,0,7,2,46,30,362,50,69,67,0,0,92,868
"92_8",2012-02-01,25,32,0,0,0,0,1,0,3,0,0,0,11,8,10,0,4,11,3,1,0,27,23,2,0,12,4,43,30,309,51,55,58,0,0,94,786
"92_8",2012-03-01,37,38,0,0,0,0,2,1,7,0,0,0,14,10,14,1,7,8,1,2,0,57,36,2,0,13,4,63,42,363,61,58,46,0,0,93,874
"92_8",2012-04-01,45,39,0,0,0,0,1,0,5,0,0,1,13,5,9,0,7,9,2,2,0,59,30,0,0,7,2,30,18,286,42,68,37,0,0,92,720
"92_8",2012-05-01,112,75,0,0,0,0,1,0,7,0,0,1,13,2,9,0,3,13,5,3,0,90,32,0,0,9,1,53,35,309,32,58,61,0,0,92,819
"92_8",2012-06-01,373,124,0,0,0,1,2,0,3,0,0,0,15,0,9,0,4,6,5,4,0,234,36,1,0,6,1,37,24,319,40,47,52,0,0,94,810
"92_8",2012-07-01,449,146,0,0,0,0,0,0,6,0,0,0,5,5,11,0,7,18,0,0,0,409,26,0,0,7,3,37,22,362,61,51,72,0,0,96,894
"92_8",2012-08-01,203,74,0,1,0,0,0,0,6,0,0,0,3,1,3,0,2,15,7,3,0,153,33,0,0,4,6,57,29,344,46,66,60,0,0,101,867
"92_8",2012-09-01,169,87,0,0,0,1,1,0,10,0,0,0,6,3,4,0,1,9,1,3,0,138,27,2,0,7,6,42,22,359,42,57,38,0,0,100,854
"92_8",2012-10-01,130,84,0,0,0,1,1,0,15,0,0,0,15,7,12,0,7,15,3,5,0,105,29,1,0,12,5,55,33,338,36,79,73,0,0,107,991
"92_8",2012-11-01,98,64,0,0,0,0,1,0,15,0,0,0,3,5,10,0,10,12,2,4,0,68,33,2,0,10,3,46,27,346,48,65,48,0,0,95,904
"92_8",2012-12-01,70,45,0,0,0,0,2,0,15,0,0,1,5,6,5,0,3,11,0,8,0,70,36,0,1,8,2,51,30,367,47,63,54,0,0,89,890
"92_8",2013-01-01,37,35,0,0,0,0,0,0,9,0,0,1,7,2,1,0,0,13,3,2,0,49,29,1,0,6,3,70,39,377,48,75,55,0,0,21,833
"92_8",2013-02-01,21,23,0,0,0,0,0,0,9,0,0,0,5,6,3,0,3,10,2,2,0,33,23,0,0,10,3,62,33,339,52,53,51,0,0,28,732
"92_8",2013-03-01,39,20,0,0,0,0,3,0,6,0,0,0,8,3,5,0,5,17,5,2,0,44,35,0,0,9,1,63,37,367,46,58,53,0,0,37,802
"92_8",2013-04-01,43,22,0,0,0,3,1,0,3,0,0,0,8,4,4,0,4,16,4,5,0,59,28,2,0,12,2,40,24,371,54,63,57,0,0,52,821
"92_8",2013-05-01,66,44,0,0,0,2,2,0,17,0,0,0,6,7,6,0,3,18,5,3,1,89,28,0,0,4,4,49,32,409,53,52,38,0,0,25,787
"92_8",2013-06-01,120,38,0,0,0,0,1,0,15,0,0,0,7,3,5,0,3,10,5,3,0,117,29,1,0,15,5,57,35,394,44,50,45,0,0,27,766
"92_8",2013-07-01,332,28,0,0,0,0,0,0,2,0,0,0,10,3,5,0,3,6,3,1,0,263,33,0,0,13,6,40,20,399,51,60,40,0,0,25,739
"92_8",2013-08-01,339,22,0,0,0,1,3,0,2,0,0,0,5,7,6,0,4,4,5,1,0,323,31,0,0,6,1,36,23,370,45,49,43,0,0,22,701
"92_8",2013-09-01,270,24,0,1,0,1,2,0,2,0,0,0,4,10,7,0,5,6,5,2,0,227,24,0,1,5,2,46,22,352,47,40,34,0,0,24,657
"92_8",2013-10-01,134,19,0,0,0,1,0,0,0,0,0,0,6,6,15,0,11,14,6,2,0,154,29,0,0,9,3,49,28,375,59,74,33,0,0,28,780
"92_8",2013-11-01,81,21,0,0,0,1,1,0,6,0,0,0,12,7,5,0,4,9,3,1,0,78,25,0,0,4,1,33,19,360,57,65,39,0,0,20,699
"92_8",2013-12-01,68,12,0,0,0,0,0,0,5,0,0,0,6,9,4,0,1,11,5,2,0,60,38,2,1,8,5,49,24,402,70,44,47,0,0,27,773
"92_8",2014-01-01,34,32,0,0,0,0,0,0,15,0,0,1,11,10,6,1,4,10,5,1,0,37,35,0,0,8,5,63,33,404,71,73,44,0,0,24,850
"92_8",2014-02-01,20,22,0,1,0,0,2,0,11,0,0,0,1,12,7,0,6,15,3,1,0,38,23,0,0,12,2,46,25,346,68,41,51,0,0,36,720
"92_8",2014-03-01,33,28,0,0,0,0,1,0,12,0,0,0,5,7,5,0,2,13,3,2,0,46,37,1,0,11,2,54,33,378,53,57,43,0,0,49,823
"92_8",2014-04-01,51,30,0,0,0,0,3,0,10,0,0,0,7,18,5,0,4,8,4,2,0,67,40,0,0,4,1,57,36,374,54,64,53,0,0,51,804
"92_8",2014-05-01,93,30,0,0,0,0,0,0,17,0,0,0,5,5,9,0,1,16,3,1,0,78,43,0,0,9,5,39,20,413,56,63,34,0,0,27,808
"92_8",2014-06-01,166,23,0,0,0,1,0,0,4,0,0,0,7,5,9,0,2,9,2,1,0,171,26,2,0,10,0,45,20,374,70,68,36,0,0,32,724
"92_8",2014-07-01,467,26,0,0,0,0,4,0,3,0,0,1,7,8,9,1,0,13,3,2,0,361,37,0,0,4,2,44,22,352,42,39,53,0,0,29,697
"92_8",2014-08-01,335,21,0,0,0,0,1,0,5,0,0,0,3,7,11,0,3,11,2,1,0,268,46,1,0,6,2,50,26,367,53,56,56,0,0,28,746
"92_8",2014-09-01,223,21,0,2,0,0,1,0,10,0,0,0,12,10,4,1,1,13,3,0,0,210,38,0,0,10,0,44,24,361,36,56,50,0,0,30,724
"92_8",2014-10-01,118,26,0,0,0,0,2,0,7,0,0,0,16,10,6,0,2,8,1,2,0,109,46,1,1,6,3,68,43,417,54,59,45,0,0,19,839
"92_8",2014-11-01,78,19,0,0,0,0,0,0,8,0,0,0,12,7,9,1,3,9,3,2,0,82,40,2,1,11,2,43,23,340,45,52,33,0,0,30,731
"92_8",2014-12-01,64,17,0,0,0,0,0,0,11,0,0,1,6,12,3,0,0,15,3,2,0,55,24,3,0,5,1,45,26,293,30,48,66,0,0,34,714
"92_8",2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2015-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_8",2016-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92_9",2001-01-01,63,23,0,0,0,0,2,0,0,0,0,0,4,4,25,0,23,3,2,1,1,61,18,4,0,10,3,16,12,207,28,33,41,0,0,24,529
"92_9",2001-02-01,43,23,0,0,0,0,4,0,1,0,0,0,5,4,19,0,17,4,3,6,0,49,21,1,0,8,0,16,8,193,25,33,33,0,0,20,525
"92_9",2001-03-01,50,20,0,0,0,2,0,0,4,0,0,0,3,5,30,0,28,8,4,2,0,67,30,0,0,5,4,21,8,204,21,35,45,0,0,19,550
"92_9",2001-04-01,69,12,0,0,0,0,2,0,2,0,0,0,2,1,22,0,19,3,2,1,1,56,24,0,0,14,0,10,5,164,18,42,28,0,0,27,418
"92_9",2001-05-01,109,17,0,0,0,1,3,0,2,0,0,0,5,2,22,0,19,4,4,1,0,79,26,2,0,6,1,23,8,212,30,45,38,0,0,38,528
"92_9",2001-06-01,253,15,0,0,0,0,0,0,3,0,0,0,7,0,30,0,30,4,7,1,0,174,18,0,0,12,2,16,6,217,24,39,44,0,0,35,485
"92_9",2001-07-01,593,21,0,0,0,0,1,0,1,0,0,0,3,1,22,0,21,4,1,3,0,318,11,0,0,5,0,18,10,242,29,31,30,0,0,29,468
